Time,Channel A,Channel B,Channel C
(s),(V),(V),(V)

-2.48030001,0.14453570,0.07110813,3.20169700
-2.48025001,0.14468820,0.05401776,3.14539000
-2.48020001,0.14465770,0.07660146,3.18124900
-2.48015001,0.14453570,0.08163701,3.19360900
-2.48010001,0.14456620,0.08285775,3.18308000
-2.48005001,0.14468820,0.08774071,3.18674300
-2.48000001,0.14459670,0.05951110,3.16705800
-2.47995001,0.14456620,0.06988738,3.18994700
-2.47990001,0.14459670,0.07843257,3.18613200
-2.47985001,0.14465770,0.05142369,3.16583800
-2.47980001,0.14447460,0.08835109,3.15775000
-2.47975001,0.14465770,0.05584887,3.17514600
-2.47970001,0.14465770,0.06500442,3.17575600
-2.47965001,0.14459670,0.07232887,3.18430100
-2.47960001,0.14462720,0.05401776,3.18369100
-2.47955001,0.14465770,0.05951110,3.16339600
-2.47950001,0.14450510,0.08041627,3.19666100
-2.47945001,0.14456620,0.08407849,3.17880800
-2.47940001,0.14465770,0.05584887,3.18308000
-2.47935001,0.14462720,0.07049776,3.14539000
-2.47930001,0.14456620,0.06500442,3.18308000
-2.47925001,0.14459670,0.04226813,3.18124900
-2.47920001,0.14468820,0.04470962,3.16950000
-2.47915001,0.14459670,0.07354961,3.19299900
-2.47910001,0.14474930,0.03860591,3.16095500
-2.47905001,0.14468820,0.05325480,3.16705800
-2.47900001,0.14456620,0.07538072,3.18124900
-2.47895001,0.14459670,0.09384441,3.19177800
-2.47890001,0.14477980,0.06988738,3.18933700
-2.47885001,0.14468820,0.08835109,3.18872600
-2.47880001,0.14453570,0.07782220,3.19971300
-2.47875001,0.14462720,0.06927702,3.14722100
-2.47870001,0.14468820,0.06256294,3.19849200
-2.47865001,0.14462720,0.07415998,3.16705800
-2.47860001,0.14465770,0.05523850,3.16583800
-2.47855001,0.14453570,0.07415998,3.17819800
-2.47850001,0.14450510,0.06378368,3.17194100
-2.47845001,0.14462720,0.06500442,3.17255200
-2.47840001,0.14465770,0.06866664,3.17316200
-2.47835001,0.14447460,0.04409925,3.16400600
-2.47830001,0.14432200,0.09201331,3.16339600
-2.47825001,0.14462720,0.04715110,3.15347800
-2.47820001,0.14462720,0.05264443,3.17255200
-2.47815001,0.14450510,0.07965331,3.20093400
-2.47810001,0.14453570,0.03616443,3.17133100
-2.47805001,0.14456620,0.05401776,3.17880800
-2.47800001,0.14465770,0.08468886,3.17453500
-2.47795001,0.14471880,0.05264443,3.16156500
-2.47790001,0.14465770,0.04654073,3.17819800
-2.47785001,0.14456620,0.06073184,3.17941800
-2.47780001,0.14462720,0.05462813,3.17758700
-2.47775001,0.14477980,0.06622516,3.17697700
-2.47770001,0.14465770,0.05829035,3.16889000
-2.47765001,0.14447460,0.07904294,3.17880800
-2.47760001,0.14462720,0.07049776,3.16950000
-2.47755001,0.14477980,0.09140293,3.18002900
-2.47750001,0.14468820,0.07599109,3.18369100
-2.47745001,0.14474930,0.06500442,3.15714000
-2.47740001,0.14468820,0.03799554,3.18247000
-2.47735001,0.14471880,0.08407849,3.17514600
-2.47730001,0.14474930,0.06500442,3.17880800
-2.47725001,0.14481030,0.05829035,3.19849200
-2.47720001,0.14474930,0.05142369,3.16950000
-2.47715001,0.14462720,0.07415998,3.17758700
-2.47710001,0.14481030,0.04776147,3.17133100
-2.47705001,0.14477980,0.05462813,3.17316200
-2.47700001,0.14468820,0.05462813,3.19055700
-2.47695001,0.14477980,0.06073184,3.17880800
-2.47690001,0.14481030,0.07721183,3.17514600
-2.47685001,0.14484090,0.05203406,3.17316200
-2.47680001,0.14474930,0.06683554,3.18186000
-2.47675001,0.14484090,0.05462813,3.19788200
-2.47670001,0.14481030,0.06805628,3.16705800
-2.47665001,0.14474930,0.08285775,3.18430100
-2.47660001,0.14496290,0.05584887,3.17514600
-2.47655001,0.14481030,0.06927702,3.18872600
-2.47650001,0.14484090,0.07293924,3.18002900
-2.47645001,0.14490190,0.03982665,3.15836000
-2.47640001,0.14499340,0.04776147,3.18491200
-2.47635001,0.14493240,0.06683554,3.18811600
-2.47630001,0.14496290,0.07904294,3.19055700
-2.47625001,0.14505450,0.06378368,3.18872600
-2.47620001,0.14493240,0.06988738,3.17255200
-2.47615001,0.14499340,0.04898221,3.16522700
-2.47610001,0.14508500,0.07599109,3.20413800
-2.47605001,0.14511550,0.08407849,3.17941800
-2.47600001,0.14505450,0.08102664,3.18735300
-2.47595001,0.14514600,0.06195258,3.16583800
-2.47590001,0.14517650,0.07415998,3.19605100
-2.47585001,0.14508500,0.06256294,3.21268300
-2.47580001,0.14505450,0.05584887,3.17758700
-2.47575001,0.14520710,0.05462813,3.16156500
-2.47570001,0.14514600,0.08468886,3.19483000
-2.47565001,0.14511550,0.05706961,3.14600100
-2.47560001,0.14511550,0.06927702,3.15836000
-2.47555001,0.14511550,0.05584887,3.16400600
-2.47550001,0.14502400,0.05890072,3.19238900
-2.47545001,0.14520710,0.11474960,3.20352800
-2.47540001,0.14514600,0.07599109,3.18002900
-2.47535001,0.14511550,0.05523850,3.18430100
-2.47530001,0.14520710,0.02883999,3.15530900
-2.47525001,0.14529860,0.01831111,3.17941800
-2.47520001,0.14526810,0.08529923,3.18811600
-2.47515001,0.14511550,0.06927702,3.18430100
-2.47510001,0.14532910,0.06744590,3.15897100
-2.47505001,0.14526810,0.06805628,3.17377200
-2.47500001,0.14529860,0.07232887,3.16522700
-2.47495001,0.14532910,0.06622516,3.19360900
-2.47490001,0.14526810,0.07232887,3.18491200
-2.47485001,0.14529860,0.11658070,3.19849200
-2.47480001,0.14548170,0.07049776,3.19238900
-2.47475001,0.14545120,0.06500442,3.17255200
-2.47470001,0.14526810,0.10803550,3.18124900
-2.47465001,0.14532910,0.05767998,3.16339600
-2.47460001,0.14554280,0.05890072,3.18933700
-2.47455001,0.14545120,0.05706961,3.17255200
-2.47450001,0.14539020,0.03921628,3.18674300
-2.47445001,0.14545120,0.06866664,3.15408800
-2.47440001,0.14551230,0.06134220,3.17072100
-2.47435001,0.14554280,0.08835109,3.19605100
-2.47430001,0.14551230,0.05584887,3.17255200
-2.47425001,0.14542070,0.06683554,3.17758700
-2.47420001,0.14535970,0.09994812,3.20963200
-2.47415001,0.14554280,0.05645924,3.15836000
-2.47410001,0.14551230,0.05829035,3.16950000
-2.47405001,0.14542070,0.05401776,3.18063900
-2.47400001,0.14535970,0.04776147,3.18063900
-2.47395001,0.14554280,0.06866664,3.18872600
-2.47390001,0.14551230,0.06988738,3.16461700
-2.47385001,0.14548170,0.07843257,3.18613200
-2.47380001,0.14560380,0.05523850,3.17636700
-2.47375001,0.14560380,0.07232887,3.17941800
-2.47370001,0.14554280,0.09689627,3.16461700
-2.47365001,0.14566480,0.08285775,3.21146300
-2.47360001,0.14572590,0.04776147,3.14798400
-2.47355001,0.14560380,0.07538072,3.20352800
-2.47350001,0.14569540,0.06988738,3.18994700
-2.47345001,0.14581740,0.08102664,3.18811600
-2.47340001,0.14575640,0.04715110,3.18186000
-2.47335001,0.14569540,0.07782220,3.16095500
-2.47330001,0.14587850,0.06073184,3.17377200
-2.47325001,0.14590900,0.07599109,3.18124900
-2.47320001,0.14587850,0.08713035,3.18552200
-2.47315001,0.14600050,0.05020295,3.16766900
-2.47310001,0.14606160,0.06683554,3.19055700
-2.47305001,0.14593950,0.06256294,3.16461700
-2.47300001,0.14600050,0.07599109,3.17255200
-2.47295001,0.14603110,0.06378368,3.16278600
-2.47290001,0.14593950,0.06500442,3.17133100
-2.47285001,0.14597000,0.08102664,3.19849200
-2.47280001,0.14606160,0.05462813,3.17880800
-2.47275001,0.14600050,0.05890072,3.17575600
-2.47270001,0.14590900,0.09933775,3.19422000
-2.47265001,0.14600050,0.04165776,3.16705800
-2.47260001,0.14606160,0.05401776,3.17941800
-2.47255001,0.14603110,0.08285775,3.18124900
-2.47250001,0.14618370,0.08346812,3.18369100
-2.47245001,0.14618370,0.05325480,3.16827900
-2.47240001,0.14603110,0.06744590,3.18613200
